xx,SITE,OBS_YEAR,REGION,ISLAND,DATE_,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,SITEVISITID,EXCLUDE_FLAG,METHOD,SEC_NAME,HUMANS20,HUMANS200,TYPE,ANALYSIS_YEAR,ANALYSIS_STRATA,ANALYSIS_SEC,MPA_Name,MPA_Estab_Yr,Protection,TUT2012
1243,KIN-0197,2012,PRIAs,Kingman,5/10/12,Forereef,Mid,6.38925237,-162.4714142,4912,0,nSPC,Kingman,0,0,RANDOM,2012,ForereefMid,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1244,KIN-0198,2012,PRIAs,Kingman,5/11/12,Forereef,Mid,6.44566719,-162.3976712,4933,0,nSPC,Kingman,0,0,RANDOM,2012,ForereefMid,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1245,KIN-0200,2012,PRIAs,Kingman,5/13/12,Forereef,Mid,6.38268205,-162.4373131,4968,0,nSPC,Kingman,0,0,RANDOM,2012,ForereefMid,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1246,KIN-0201,2012,PRIAs,Kingman,5/10/12,Forereef,Mid,6.40677197,-162.4527783,4919,0,nSPC,Kingman,0,0,RANDOM,2012,ForereefMid,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1247,KIN-0202,2012,PRIAs,Kingman,5/10/12,Forereef,Mid,6.3802829,-162.4116502,4908,0,nSPC,Kingman,0,0,RANDOM,2012,ForereefMid,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1248,KIN-0203,2012,PRIAs,Kingman,5/13/12,Forereef,Mid,6.43081597,-162.375855,4965,0,nSPC,Kingman,0,0,RANDOM,2012,ForereefMid,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1249,KIN-0204,2012,PRIAs,Kingman,5/9/12,Forereef,Mid,6.38161688,-162.376812,4893,0,nSPC,Kingman,0,0,RANDOM,2012,ForereefMid,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1250,KIN-0205,2012,PRIAs,Kingman,5/9/12,Forereef,Mid,6.43696049,-162.3852305,4900,0,nSPC,Kingman,0,0,RANDOM,2012,ForereefMid,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1251,KIN-0207,2012,PRIAs,Kingman,5/13/12,Forereef,Mid,6.44088154,-162.391481,4966,0,nSPC,Kingman,0,0,RANDOM,2012,ForereefMid,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1252,KIN-0208,2012,PRIAs,Kingman,5/9/12,Forereef,Mid,6.42456164,-162.3660932,4899,0,nSPC,Kingman,0,0,RANDOM,2012,ForereefMid,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1253,KIN-0211,2012,PRIAs,Kingman,5/9/12,Forereef,Mid,6.39926791,-162.33775,4897,0,nSPC,Kingman,0,0,RANDOM,2012,ForereefMid,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1254,KIN-0215,2012,PRIAs,Kingman,5/9/12,Forereef,Shallow,6.38188703,-162.4053901,4895,0,nSPC,Kingman,0,0,RANDOM,2012,ForereefShallow,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1255,KIN-0217,2012,PRIAs,Kingman,5/9/12,Forereef,Shallow,6.38278523,-162.3863947,4894,0,nSPC,Kingman,0,0,RANDOM,2012,ForereefShallow,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1256,KIN-0222,2012,PRIAs,Kingman,5/10/12,Forereef,Shallow,6.38041944,-162.4193966,4909,0,nSPC,Kingman,0,0,RANDOM,2012,ForereefShallow,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1257,KIN-0225,2012,PRIAs,Kingman,5/11/12,Backreef,Deep,6.40552684,-162.3537585,4930,0,nSPC,Kingman,0,0,RANDOM,2012,BackreefDeep,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1258,KIN-0226,2012,PRIAs,Kingman,5/11/12,Backreef,Mid,6.38558076,-162.3747427,4931,0,nSPC,Kingman,0,0,RANDOM,2012,BackreefMid,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1259,KIN-0232,2012,PRIAs,Kingman,5/11/12,Backreef,Mid,6.41825711,-162.3674013,4929,0,nSPC,Kingman,0,0,RANDOM,2012,BackreefMid,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1260,KIN-0237,2012,PRIAs,Kingman,5/11/12,Backreef,Shallow,6.38656186,-162.3884455,4932,0,nSPC,Kingman,0,0,RANDOM,2012,BackreefShallow,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1261,KIN-0241,2012,PRIAs,Kingman,5/12/12,Backreef,Shallow,6.41158444,-162.3589345,4949,0,nSPC,Kingman,0,0,RANDOM,2012,BackreefShallow,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1262,KIN-0242,2012,PRIAs,Kingman,5/12/12,Backreef,Mid,6.38677066,-162.3962126,4957,0,nSPC,Kingman,0,0,RANDOM,2012,BackreefMid,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1263,KIN-0244,2012,PRIAs,Kingman,5/11/12,Backreef,Mid,6.3909622,-162.3478989,4937,0,nSPC,Kingman,0,0,RANDOM,2012,BackreefMid,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1264,KIN-0245,2012,PRIAs,Kingman,5/12/12,Lagoon,Mid,6.40136699,-162.3855608,4947,0,nSPC,Kingman,0,0,RANDOM,2012,LagoonMid,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1265,KIN-0246,2012,PRIAs,Kingman,5/12/12,Lagoon,Deep,6.39687278,-162.3877693,4945,0,nSPC,Kingman,0,0,RANDOM,2012,LagoonDeep,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1266,KIN-0247,2012,PRIAs,Kingman,5/12/12,Lagoon,Mid,6.40597921,-162.3705035,4948,0,nSPC,Kingman,0,0,RANDOM,2012,LagoonMid,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1267,KIN-0248,2012,PRIAs,Kingman,5/11/12,Lagoon,Mid,6.39019508,-162.3595042,4935,0,nSPC,Kingman,0,0,RANDOM,2012,LagoonMid,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1268,KIN-0249,2012,PRIAs,Kingman,5/12/12,Lagoon,Deep,6.3882188,-162.3678475,4958,0,nSPC,Kingman,0,0,RANDOM,2012,LagoonDeep,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1269,KIN-0251,2012,PRIAs,Kingman,5/12/12,Backreef,Shallow,6.38403439,-162.3689172,4951,0,nSPC,Kingman,0,0,RANDOM,2012,BackreefShallow,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1270,KIN-0252,2012,PRIAs,Kingman,5/11/12,Backreef,Shallow,6.38407001,-162.3635471,4938,0,nSPC,Kingman,0,0,RANDOM,2012,BackreefShallow,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1271,KIN-0255,2012,PRIAs,Kingman,5/12/12,Backreef,Deep,6.39050941,-162.3493572,4959,0,nSPC,Kingman,0,0,RANDOM,2012,BackreefDeep,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1272,KIN-0257,2012,PRIAs,Kingman,5/11/12,Backreef,Deep,6.40035085,-162.349587,4936,0,nSPC,Kingman,0,0,RANDOM,2012,BackreefDeep,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1273,KIN-0258,2012,PRIAs,Kingman,5/13/12,Backreef,Deep,6.3851211,-162.3701551,4963,0,nSPC,Kingman,0,0,RANDOM,2012,BackreefDeep,Kingman,Kingman Reef National Wildlife Refuge,2001,Pristine,NA
1274,KUR-0100,2012,NWHI,Kure,8/15/12,Backreef,Shallow,28.43468182,-178.2931998,5478,0,nSPC,Kure,0,0,RANDOM,2012,BackreefAll,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1275,KUR-0101,2009,NWHI,Kure,10/12/09,Backreef,Shallow,28.43153333,-178.2915667,2823,0,nSPC,Kure,0,0,RANDOM,2009,BackreefAll,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1276,KUR-0107,2009,NWHI,Kure,10/12/09,Forereef,Shallow,28.3907,-178.3579167,2820,0,nSPC,Kure,0,0,RANDOM,2009,ForereefShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1277,KUR-0108,2012,NWHI,Kure,8/14/12,Forereef,Mid,28.44236006,-178.2945923,5465,0,nSPC,Kure,0,0,RANDOM,2012,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1278,KUR-0109,2009,NWHI,Kure,10/11/09,Forereef,Shallow,28.45275,-178.3084333,2813,0,nSPC,Kure,0,0,RANDOM,2009,ForereefShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1279,KUR-0110,2009,NWHI,Kure,10/4/09,Forereef,Shallow,28.38591667,-178.3495167,2752,0,nSPC,Kure,0,0,RANDOM,2009,ForereefShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1280,KUR-0111,2009,NWHI,Kure,10/11/09,Forereef,Mid,28.44498333,-178.3597667,2817,0,nSPC,Kure,0,0,RANDOM,2009,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1281,KUR-0112,2012,NWHI,Kure,8/14/12,Forereef,Mid,28.45518705,-178.311541,5467,0,nSPC,Kure,0,0,RANDOM,2012,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1282,KUR-0113,2009,NWHI,Kure,10/10/09,Forereef,Mid,28.38161667,-178.2985333,2808,0,nSPC,Kure,0,0,RANDOM,2009,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1283,KUR-0114,2009,NWHI,Kure,10/10/09,Forereef,Mid,28.44133333,-178.3628833,2802,0,nSPC,Kure,0,0,RANDOM,2009,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1284,KUR-0115,2009,NWHI,Kure,10/11/09,Forereef,Mid,28.45551667,-178.3120667,2812,0,nSPC,Kure,0,0,RANDOM,2009,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1285,KUR-0116,2009,NWHI,Kure,10/11/09,Forereef,Mid,28.44666667,-178.3553167,2814,0,nSPC,Kure,0,0,RANDOM,2009,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1286,KUR-0117,2009,NWHI,Kure,10/10/09,Forereef,Mid,28.43985,-178.3646333,2804,0,nSPC,Kure,0,0,RANDOM,2009,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1287,KUR-0118,2009,NWHI,Kure,10/12/09,Forereef,Mid,28.40498333,-178.2796,2829,0,nSPC,Kure,0,0,RANDOM,2009,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1288,KUR-0119,2009,NWHI,Kure,10/12/09,Forereef,Mid,28.39883333,-178.2796833,2827,0,nSPC,Kure,0,0,RANDOM,2009,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1289,KUR-0120,2009,NWHI,Kure,10/11/09,Forereef,Mid,28.38918333,-178.3570667,2811,0,nSPC,Kure,0,0,RANDOM,2009,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1290,KUR-0121,2009,NWHI,Kure,10/10/09,Forereef,Mid,28.38783333,-178.3564167,2803,0,nSPC,Kure,0,0,RANDOM,2009,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1291,KUR-0122,2009,NWHI,Kure,10/4/09,Forereef,Mid,28.38676667,-178.3433167,2753,0,nSPC,Kure,0,0,RANDOM,2009,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1292,KUR-0123,2009,NWHI,Kure,10/4/09,Forereef,Mid,28.38591667,-178.3495167,2755,0,nSPC,Kure,0,0,RANDOM,2009,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1293,KUR-0124,2009,NWHI,Kure,10/4/09,Forereef,Mid,28.38565,-178.34195,2751,0,nSPC,Kure,0,0,RANDOM,2009,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1294,KUR-0125,2009,NWHI,Kure,10/10/09,Forereef,Deep,28.44038333,-178.3689,2806,0,nSPC,Kure,0,0,RANDOM,2009,ForereefDeep,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1295,KUR-0126,2009,NWHI,Kure,10/5/09,Forereef,Deep,28.38986667,-178.36835,2758,0,nSPC,Kure,0,0,RANDOM,2009,ForereefDeep,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1296,KUR-0127,2009,NWHI,Kure,10/4/09,Forereef,Deep,28.38718333,-178.3636333,2748,0,nSPC,Kure,0,0,RANDOM,2009,ForereefDeep,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1297,KUR-0128,2009,NWHI,Kure,10/5/09,Forereef,Deep,28.39521667,-178.3722,2764,0,nSPC,Kure,0,0,RANDOM,2009,ForereefDeep,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1298,KUR-0129,2009,NWHI,Kure,10/4/09,Forereef,Deep,28.38731667,-178.3415,2754,0,nSPC,Kure,0,0,RANDOM,2009,ForereefDeep,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1299,KUR-0130,2009,NWHI,Kure,10/4/09,Lagoon,Shallow,28.40471667,-178.3477,2750,0,nSPC,Kure,0,0,RANDOM,2009,LagoonShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1300,KUR-0131,2012,NWHI,Kure,8/14/12,Forereef,Mid,28.45213579,-178.3480413,5464,0,nSPC,Kure,0,0,RANDOM,2012,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1301,KUR-0132,2012,NWHI,Kure,8/14/12,Forereef,Mid,28.44768181,-178.2977591,5466,0,nSPC,Kure,0,0,RANDOM,2012,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1302,KUR-0133,2009,NWHI,Kure,10/5/09,Lagoon,Shallow,28.44286667,-178.3249,2763,0,nSPC,Kure,0,0,RANDOM,2009,LagoonShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1303,KUR-0134,2009,NWHI,Kure,10/5/09,Lagoon,Shallow,28.45321667,-178.3236167,2765,0,nSPC,Kure,0,0,RANDOM,2009,LagoonShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1304,KUR-0135,2009,NWHI,Kure,10/5/09,Lagoon,Shallow,28.4245,-178.3444167,2761,0,nSPC,Kure,0,0,RANDOM,2009,LagoonShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1305,KUR-0136,2009,NWHI,Kure,10/5/09,Lagoon,Shallow,28.41136667,-178.3727833,2762,0,nSPC,Kure,0,0,RANDOM,2009,LagoonShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1306,KUR-0137,2012,NWHI,Kure,8/13/12,Forereef,Deep,28.38481084,-178.2875648,5452,0,nSPC,Kure,0,0,RANDOM,2012,ForereefDeep,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1307,KUR-0138,2009,NWHI,Kure,10/5/09,Lagoon,Shallow,28.41161667,-178.3452,2767,0,nSPC,Kure,0,0,RANDOM,2009,LagoonShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1308,KUR-0139,2009,NWHI,Kure,10/4/09,Lagoon,Shallow,28.41246667,-178.3289333,2759,0,nSPC,Kure,0,0,RANDOM,2009,LagoonShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1309,KUR-0140,2009,NWHI,Kure,10/4/09,Lagoon,Shallow,28.40241667,-178.34995,2749,0,nSPC,Kure,0,0,RANDOM,2009,LagoonShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1310,KUR-0150,2012,NWHI,Kure,8/15/12,Backreef,Shallow,28.38776403,-178.317205,5477,0,nSPC,Kure,0,0,RANDOM,2012,BackreefAll,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1311,KUR-0152,2012,NWHI,Kure,8/13/12,Forereef,Shallow,28.38643676,-178.3350553,5454,0,nSPC,Kure,0,0,RANDOM,2012,ForereefShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1312,KUR-0153,2012,NWHI,Kure,8/15/12,Lagoon,Mid,28.4112746,-178.3706792,5475,0,nSPC,Kure,0,0,RANDOM,2012,LagoonMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1313,KUR-0156,2010,NWHI,Kure,9/19/10,Backreef,Shallow,28.42930432,-178.3680295,3045,0,nSPC,Kure,0,0,RANDOM,2010,BackreefAll,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1314,KUR-0159,2010,NWHI,Kure,9/19/10,Forereef,Shallow,28.39618198,-178.3634197,3039,0,nSPC,Kure,0,0,RANDOM,2010,ForereefShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1315,KUR-0160,2010,NWHI,Kure,9/19/10,Forereef,Shallow,28.39416655,-178.3618592,3044,0,nSPC,Kure,0,0,RANDOM,2010,ForereefShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1316,KUR-0163,2012,NWHI,Kure,8/15/12,Backreef,Shallow,28.44284001,-178.3555579,5479,0,nSPC,Kure,0,0,RANDOM,2012,BackreefAll,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1317,KUR-0164,2010,NWHI,Kure,9/20/10,Forereef,Mid,28.45271339,-178.3068335,3055,0,nSPC,Kure,0,0,RANDOM,2010,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1318,KUR-0165,2010,NWHI,Kure,9/20/10,Forereef,Mid,28.45236302,-178.3492277,3050,0,nSPC,Kure,0,0,RANDOM,2010,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1319,KUR-0166,2010,NWHI,Kure,9/20/10,Forereef,Mid,28.43719161,-178.2896484,3053,0,nSPC,Kure,0,0,RANDOM,2010,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1320,KUR-0168,2010,NWHI,Kure,9/18/10,Forereef,Mid,28.38486146,-178.3357237,3023,0,nSPC,Kure,0,0,RANDOM,2010,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1321,KUR-0169,2010,NWHI,Kure,9/20/10,Forereef,Deep,28.43325983,-178.3748214,3049,0,nSPC,Kure,0,0,RANDOM,2010,ForereefDeep,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1322,KUR-0170,2010,NWHI,Kure,9/20/10,Forereef,Deep,28.41135699,-178.382783,3056,0,nSPC,Kure,0,0,RANDOM,2010,ForereefDeep,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1323,KUR-0171,2010,NWHI,Kure,9/18/10,Forereef,Deep,28.3847701,-178.3613476,3025,0,nSPC,Kure,0,0,RANDOM,2010,ForereefDeep,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1324,KUR-0172,2012,NWHI,Kure,8/14/12,Forereef,Mid,28.45708849,-178.3240895,5468,0,nSPC,Kure,0,0,RANDOM,2012,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1325,KUR-0173,2012,NWHI,Kure,8/14/12,Forereef,Mid,28.45604737,-178.3361342,5463,0,nSPC,Kure,0,0,RANDOM,2012,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1326,KUR-0174,2010,NWHI,Kure,9/18/10,Lagoon,Shallow,28.42997471,-178.291558,3020,0,nSPC,Kure,0,0,RANDOM,2010,LagoonShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1327,KUR-0175,2010,NWHI,Kure,9/19/10,Lagoon,Shallow,28.40468994,-178.3383107,3042,0,nSPC,Kure,0,0,RANDOM,2010,LagoonShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1328,KUR-0176,2010,NWHI,Kure,9/19/10,Lagoon,Mid,28.41291226,-178.3359306,3040,0,nSPC,Kure,0,0,RANDOM,2010,LagoonMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1329,KUR-0177,2012,NWHI,Kure,8/13/12,Forereef,Mid,28.38469064,-178.3344098,5453,0,nSPC,Kure,0,0,RANDOM,2012,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1330,KUR-0178,2012,NWHI,Kure,8/14/12,Forereef,Deep,28.40612023,-178.3810528,5461,0,nSPC,Kure,0,0,RANDOM,2012,ForereefDeep,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1331,KUR-0179,2012,NWHI,Kure,8/14/12,Forereef,Deep,28.3857139,-178.3623122,5462,0,nSPC,Kure,0,0,RANDOM,2012,ForereefDeep,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1332,KUR-0180,2012,NWHI,Kure,8/13/12,Forereef,Deep,28.38644656,-178.2840479,5451,0,nSPC,Kure,0,0,RANDOM,2012,ForereefDeep,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1333,KUR-0181,2010,NWHI,Kure,9/18/10,Backreef,Shallow,28.38819461,-178.313905,3021,0,nSPC,Kure,0,0,RANDOM,2010,BackreefAll,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1334,KUR-0183,2012,NWHI,Kure,8/13/12,Lagoon,Shallow,28.40409349,-178.3623745,5456,0,nSPC,Kure,0,0,RANDOM,2012,LagoonShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1335,KUR-0184,2012,NWHI,Kure,8/13/12,Lagoon,Shallow,28.40150448,-178.3614196,5455,0,nSPC,Kure,0,0,RANDOM,2012,LagoonShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1336,KUR-0186,2010,NWHI,Kure,9/20/10,Forereef,Mid,28.44921973,-178.3528083,3051,0,nSPC,Kure,0,0,RANDOM,2010,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1337,KUR-0187,2010,NWHI,Kure,9/20/10,Forereef,Mid,28.43960493,-178.3647671,3052,0,nSPC,Kure,0,0,RANDOM,2010,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1338,KUR-0188,2010,NWHI,Kure,9/20/10,Forereef,Mid,28.42410763,-178.2860534,3054,0,nSPC,Kure,0,0,RANDOM,2010,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1339,KUR-0191,2010,NWHI,Kure,9/18/10,Forereef,Mid,28.38883541,-178.3588074,3024,0,nSPC,Kure,0,0,RANDOM,2010,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1340,KUR-0192,2010,NWHI,Kure,9/18/10,Forereef,Mid,28.38306614,-178.300265,3018,0,nSPC,Kure,0,0,RANDOM,2010,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1341,KUR-0194,2010,NWHI,Kure,9/18/10,Forereef,Deep,28.38047706,-178.3296686,3022,0,nSPC,Kure,0,0,RANDOM,2010,ForereefDeep,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1342,KUR-0196,2010,NWHI,Kure,9/19/10,Backreef,Shallow,28.45132618,-178.3268989,3038,0,nSPC,Kure,0,0,RANDOM,2010,BackreefAll,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1343,KUR-0198,2010,NWHI,Kure,9/19/10,Lagoon,Shallow,28.41451622,-178.3251918,3041,0,nSPC,Kure,0,0,RANDOM,2010,LagoonShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1344,KUR-0200,2010,NWHI,Kure,9/19/10,Lagoon,Mid,28.4116683,-178.3404009,3037,0,nSPC,Kure,0,0,RANDOM,2010,LagoonMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1345,KUR-0202,2009,NWHI,Kure,10/11/09,Backreef,Shallow,28.38153333,-178.2979,2819,0,nSPC,Kure,0,0,RANDOM,2009,BackreefAll,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1346,KUR-0204,2009,NWHI,Kure,10/5/09,Backreef,Shallow,28.448,-178.3458833,2760,0,nSPC,Kure,0,0,RANDOM,2009,BackreefAll,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1347,KUR-0205,2009,NWHI,Kure,10/5/09,Backreef,Shallow,28.43863333,-178.2971333,2766,0,nSPC,Kure,0,0,RANDOM,2009,BackreefAll,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1348,KUR-0241,2010,NWHI,Kure,9/19/10,Forereef,Shallow,28.38440247,-178.3074384,3046,0,nSPC,Kure,0,0,RANDOM,2010,ForereefShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1349,KUR-0243,2010,NWHI,Kure,9/19/10,Lagoon,Mid,28.40597313,-178.351334,3043,0,nSPC,Kure,0,0,RANDOM,2010,LagoonMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1350,KUR-0305,2009,NWHI,Kure,10/12/09,Backreef,Shallow,28.40093,-178.2860333,2824,0,nSPC,Kure,0,0,RANDOM,2009,BackreefAll,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1351,KUR-0315,2009,NWHI,Kure,10/12/09,Forereef,Shallow,28.40283333,-178.2831167,2821,0,nSPC,Kure,0,0,RANDOM,2009,ForereefShallow,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1352,KUR-0321,2009,NWHI,Kure,10/11/09,Forereef,Mid,28.4546,-178.3089833,2816,0,nSPC,Kure,0,0,RANDOM,2009,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1353,KUR-0324,2009,NWHI,Kure,10/10/09,Forereef,Mid,28.40616667,-178.2828667,2807,0,nSPC,Kure,0,0,RANDOM,2009,ForereefMid,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1354,KUR-0355,2009,NWHI,Kure,10/12/09,Forereef,Deep,28.44648333,-178.2936833,2830,0,nSPC,Kure,0,0,RANDOM,2009,ForereefDeep,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1355,KUR-0356,2009,NWHI,Kure,10/11/09,Forereef,Deep,28.44643333,-178.2924,2810,0,nSPC,Kure,0,0,RANDOM,2009,ForereefDeep,Kure,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
